country,QS Login,Status,seller_id,Task ID,associate_queue,associate,metric_wk_no,associate_action,correct associate action,Associate Key-Driver,Sub-Key driver,Defect Area Associate,QA Comments on Associate Action,Metric name,investigator_task,investigator_queue,investigator,verification_action,correct investigator action,Investigator Key-Driver,Defect Area Investigator,QA Comments on investigator Action,General Notes,Action_correctly_captured,Audit_outcome,associate_resolve date,Type_of_audit,If_data_correctly_captured
country572,QS Login572,Status572,seller_id572,Task ID572,associate_queue572,associate572,48,associate_action572,correct associate action572,Associate Key-Driver572,Sub-Key driver572,Defect Area Associate572,QA Comments on Associate Action572,Metric name572,investigator_task572,investigator_queue572,investigator572,verification_action572,correct investigator action572,Investigator Key-Driver572,Defect Area Investigator572,QA Comments on investigator Action572,General Notes572,Action_correctly_captured572,Audit_outcome572,13/07/2021,Type_of_audit572,If_data_correctly_captured572
country573,QS Login573,Status573,seller_id573,Task ID573,associate_queue573,associate573,48,associate_action573,correct associate action573,Associate Key-Driver573,Sub-Key driver573,Defect Area Associate573,QA Comments on Associate Action573,Metric name573,investigator_task573,investigator_queue573,investigator573,verification_action573,correct investigator action573,Investigator Key-Driver573,Defect Area Investigator573,QA Comments on investigator Action573,General Notes573,Action_correctly_captured573,Audit_outcome573,13/07/2021,Type_of_audit573,If_data_correctly_captured573
country574,QS Login574,Status574,seller_id574,Task ID574,associate_queue574,associate574,48,associate_action574,correct associate action574,Associate Key-Driver574,Sub-Key driver574,Defect Area Associate574,QA Comments on Associate Action574,Metric name574,investigator_task574,investigator_queue574,investigator574,verification_action574,correct investigator action574,Investigator Key-Driver574,Defect Area Investigator574,QA Comments on investigator Action574,General Notes574,Action_correctly_captured574,Audit_outcome574,13/07/2021,Type_of_audit574,If_data_correctly_captured574
country575,QS Login575,Status575,seller_id575,Task ID575,associate_queue575,associate575,48,associate_action575,correct associate action575,Associate Key-Driver575,Sub-Key driver575,Defect Area Associate575,QA Comments on Associate Action575,Metric name575,investigator_task575,investigator_queue575,investigator575,verification_action575,correct investigator action575,Investigator Key-Driver575,Defect Area Investigator575,QA Comments on investigator Action575,General Notes575,Action_correctly_captured575,Audit_outcome575,13/07/2021,Type_of_audit575,If_data_correctly_captured575
country576,QS Login576,Status576,seller_id576,Task ID576,associate_queue576,associate576,48,associate_action576,correct associate action576,Associate Key-Driver576,Sub-Key driver576,Defect Area Associate576,QA Comments on Associate Action576,Metric name576,investigator_task576,investigator_queue576,investigator576,verification_action576,correct investigator action576,Investigator Key-Driver576,Defect Area Investigator576,QA Comments on investigator Action576,General Notes576,Action_correctly_captured576,Audit_outcome576,13/07/2021,Type_of_audit576,If_data_correctly_captured576
country577,QS Login577,Status577,seller_id577,Task ID577,associate_queue577,associate577,48,associate_action577,correct associate action577,Associate Key-Driver577,Sub-Key driver577,Defect Area Associate577,QA Comments on Associate Action577,Metric name577,investigator_task577,investigator_queue577,investigator577,verification_action577,correct investigator action577,Investigator Key-Driver577,Defect Area Investigator577,QA Comments on investigator Action577,General Notes577,Action_correctly_captured577,Audit_outcome577,13/07/2021,Type_of_audit577,If_data_correctly_captured577
country578,QS Login578,Status578,seller_id578,Task ID578,associate_queue578,associate578,48,associate_action578,correct associate action578,Associate Key-Driver578,Sub-Key driver578,Defect Area Associate578,QA Comments on Associate Action578,Metric name578,investigator_task578,investigator_queue578,investigator578,verification_action578,correct investigator action578,Investigator Key-Driver578,Defect Area Investigator578,QA Comments on investigator Action578,General Notes578,Action_correctly_captured578,Audit_outcome578,13/07/2021,Type_of_audit578,If_data_correctly_captured578
country579,QS Login579,Status579,seller_id579,Task ID579,associate_queue579,associate579,48,associate_action579,correct associate action579,Associate Key-Driver579,Sub-Key driver579,Defect Area Associate579,QA Comments on Associate Action579,Metric name579,investigator_task579,investigator_queue579,investigator579,verification_action579,correct investigator action579,Investigator Key-Driver579,Defect Area Investigator579,QA Comments on investigator Action579,General Notes579,Action_correctly_captured579,Audit_outcome579,13/07/2021,Type_of_audit579,If_data_correctly_captured579
country580,QS Login580,Status580,seller_id580,Task ID580,associate_queue580,associate580,48,associate_action580,correct associate action580,Associate Key-Driver580,Sub-Key driver580,Defect Area Associate580,QA Comments on Associate Action580,Metric name580,investigator_task580,investigator_queue580,investigator580,verification_action580,correct investigator action580,Investigator Key-Driver580,Defect Area Investigator580,QA Comments on investigator Action580,General Notes580,Action_correctly_captured580,Audit_outcome580,13/07/2021,Type_of_audit580,If_data_correctly_captured580
country581,QS Login581,Status581,seller_id581,Task ID581,associate_queue581,associate581,48,associate_action581,correct associate action581,Associate Key-Driver581,Sub-Key driver581,Defect Area Associate581,QA Comments on Associate Action581,Metric name581,investigator_task581,investigator_queue581,investigator581,verification_action581,correct investigator action581,Investigator Key-Driver581,Defect Area Investigator581,QA Comments on investigator Action581,General Notes581,Action_correctly_captured581,Audit_outcome581,13/07/2021,Type_of_audit581,If_data_correctly_captured581
country582,QS Login582,Status582,seller_id582,Task ID582,associate_queue582,associate582,48,associate_action582,correct associate action582,Associate Key-Driver582,Sub-Key driver582,Defect Area Associate582,QA Comments on Associate Action582,Metric name582,investigator_task582,investigator_queue582,investigator582,verification_action582,correct investigator action582,Investigator Key-Driver582,Defect Area Investigator582,QA Comments on investigator Action582,General Notes582,Action_correctly_captured582,Audit_outcome582,13/07/2021,Type_of_audit582,If_data_correctly_captured582
country583,QS Login583,Status583,seller_id583,Task ID583,associate_queue583,associate583,48,associate_action583,correct associate action583,Associate Key-Driver583,Sub-Key driver583,Defect Area Associate583,QA Comments on Associate Action583,Metric name583,investigator_task583,investigator_queue583,investigator583,verification_action583,correct investigator action583,Investigator Key-Driver583,Defect Area Investigator583,QA Comments on investigator Action583,General Notes583,Action_correctly_captured583,Audit_outcome583,13/07/2021,Type_of_audit583,If_data_correctly_captured583
country584,QS Login584,Status584,seller_id584,Task ID584,associate_queue584,associate584,48,associate_action584,correct associate action584,Associate Key-Driver584,Sub-Key driver584,Defect Area Associate584,QA Comments on Associate Action584,Metric name584,investigator_task584,investigator_queue584,investigator584,verification_action584,correct investigator action584,Investigator Key-Driver584,Defect Area Investigator584,QA Comments on investigator Action584,General Notes584,Action_correctly_captured584,Audit_outcome584,13/07/2021,Type_of_audit584,If_data_correctly_captured584
country585,QS Login585,Status585,seller_id585,Task ID585,associate_queue585,associate585,48,associate_action585,correct associate action585,Associate Key-Driver585,Sub-Key driver585,Defect Area Associate585,QA Comments on Associate Action585,Metric name585,investigator_task585,investigator_queue585,investigator585,verification_action585,correct investigator action585,Investigator Key-Driver585,Defect Area Investigator585,QA Comments on investigator Action585,General Notes585,Action_correctly_captured585,Audit_outcome585,13/07/2021,Type_of_audit585,If_data_correctly_captured585
country586,QS Login586,Status586,seller_id586,Task ID586,associate_queue586,associate586,48,associate_action586,correct associate action586,Associate Key-Driver586,Sub-Key driver586,Defect Area Associate586,QA Comments on Associate Action586,Metric name586,investigator_task586,investigator_queue586,investigator586,verification_action586,correct investigator action586,Investigator Key-Driver586,Defect Area Investigator586,QA Comments on investigator Action586,General Notes586,Action_correctly_captured586,Audit_outcome586,13/07/2021,Type_of_audit586,If_data_correctly_captured586
country587,QS Login587,Status587,seller_id587,Task ID587,associate_queue587,associate587,48,associate_action587,correct associate action587,Associate Key-Driver587,Sub-Key driver587,Defect Area Associate587,QA Comments on Associate Action587,Metric name587,investigator_task587,investigator_queue587,investigator587,verification_action587,correct investigator action587,Investigator Key-Driver587,Defect Area Investigator587,QA Comments on investigator Action587,General Notes587,Action_correctly_captured587,Audit_outcome587,13/07/2021,Type_of_audit587,If_data_correctly_captured587
country588,QS Login588,Status588,seller_id588,Task ID588,associate_queue588,associate588,48,associate_action588,correct associate action588,Associate Key-Driver588,Sub-Key driver588,Defect Area Associate588,QA Comments on Associate Action588,Metric name588,investigator_task588,investigator_queue588,investigator588,verification_action588,correct investigator action588,Investigator Key-Driver588,Defect Area Investigator588,QA Comments on investigator Action588,General Notes588,Action_correctly_captured588,Audit_outcome588,13/07/2021,Type_of_audit588,If_data_correctly_captured588
country589,QS Login589,Status589,seller_id589,Task ID589,associate_queue589,associate589,48,associate_action589,correct associate action589,Associate Key-Driver589,Sub-Key driver589,Defect Area Associate589,QA Comments on Associate Action589,Metric name589,investigator_task589,investigator_queue589,investigator589,verification_action589,correct investigator action589,Investigator Key-Driver589,Defect Area Investigator589,QA Comments on investigator Action589,General Notes589,Action_correctly_captured589,Audit_outcome589,13/07/2021,Type_of_audit589,If_data_correctly_captured589
country590,QS Login590,Status590,seller_id590,Task ID590,associate_queue590,associate590,48,associate_action590,correct associate action590,Associate Key-Driver590,Sub-Key driver590,Defect Area Associate590,QA Comments on Associate Action590,Metric name590,investigator_task590,investigator_queue590,investigator590,verification_action590,correct investigator action590,Investigator Key-Driver590,Defect Area Investigator590,QA Comments on investigator Action590,General Notes590,Action_correctly_captured590,Audit_outcome590,13/07/2021,Type_of_audit590,If_data_correctly_captured590
country591,QS Login591,Status591,seller_id591,Task ID591,associate_queue591,associate591,48,associate_action591,correct associate action591,Associate Key-Driver591,Sub-Key driver591,Defect Area Associate591,QA Comments on Associate Action591,Metric name591,investigator_task591,investigator_queue591,investigator591,verification_action591,correct investigator action591,Investigator Key-Driver591,Defect Area Investigator591,QA Comments on investigator Action591,General Notes591,Action_correctly_captured591,Audit_outcome591,13/07/2021,Type_of_audit591,If_data_correctly_captured591
country592,QS Login592,Status592,seller_id592,Task ID592,associate_queue592,associate592,48,associate_action592,correct associate action592,Associate Key-Driver592,Sub-Key driver592,Defect Area Associate592,QA Comments on Associate Action592,Metric name592,investigator_task592,investigator_queue592,investigator592,verification_action592,correct investigator action592,Investigator Key-Driver592,Defect Area Investigator592,QA Comments on investigator Action592,General Notes592,Action_correctly_captured592,Audit_outcome592,13/07/2021,Type_of_audit592,If_data_correctly_captured592
country593,QS Login593,Status593,seller_id593,Task ID593,associate_queue593,associate593,48,associate_action593,correct associate action593,Associate Key-Driver593,Sub-Key driver593,Defect Area Associate593,QA Comments on Associate Action593,Metric name593,investigator_task593,investigator_queue593,investigator593,verification_action593,correct investigator action593,Investigator Key-Driver593,Defect Area Investigator593,QA Comments on investigator Action593,General Notes593,Action_correctly_captured593,Audit_outcome593,13/07/2021,Type_of_audit593,If_data_correctly_captured593
country594,QS Login594,Status594,seller_id594,Task ID594,associate_queue594,associate594,48,associate_action594,correct associate action594,Associate Key-Driver594,Sub-Key driver594,Defect Area Associate594,QA Comments on Associate Action594,Metric name594,investigator_task594,investigator_queue594,investigator594,verification_action594,correct investigator action594,Investigator Key-Driver594,Defect Area Investigator594,QA Comments on investigator Action594,General Notes594,Action_correctly_captured594,Audit_outcome594,13/07/2021,Type_of_audit594,If_data_correctly_captured594
country595,QS Login595,Status595,seller_id595,Task ID595,associate_queue595,associate595,48,associate_action595,correct associate action595,Associate Key-Driver595,Sub-Key driver595,Defect Area Associate595,QA Comments on Associate Action595,Metric name595,investigator_task595,investigator_queue595,investigator595,verification_action595,correct investigator action595,Investigator Key-Driver595,Defect Area Investigator595,QA Comments on investigator Action595,General Notes595,Action_correctly_captured595,Audit_outcome595,13/07/2021,Type_of_audit595,If_data_correctly_captured595
country596,QS Login596,Status596,seller_id596,Task ID596,associate_queue596,associate596,48,associate_action596,correct associate action596,Associate Key-Driver596,Sub-Key driver596,Defect Area Associate596,QA Comments on Associate Action596,Metric name596,investigator_task596,investigator_queue596,investigator596,verification_action596,correct investigator action596,Investigator Key-Driver596,Defect Area Investigator596,QA Comments on investigator Action596,General Notes596,Action_correctly_captured596,Audit_outcome596,13/07/2021,Type_of_audit596,If_data_correctly_captured596
country597,QS Login597,Status597,seller_id597,Task ID597,associate_queue597,associate597,48,associate_action597,correct associate action597,Associate Key-Driver597,Sub-Key driver597,Defect Area Associate597,QA Comments on Associate Action597,Metric name597,investigator_task597,investigator_queue597,investigator597,verification_action597,correct investigator action597,Investigator Key-Driver597,Defect Area Investigator597,QA Comments on investigator Action597,General Notes597,Action_correctly_captured597,Audit_outcome597,13/07/2021,Type_of_audit597,If_data_correctly_captured597
country598,QS Login598,Status598,seller_id598,Task ID598,associate_queue598,associate598,48,associate_action598,correct associate action598,Associate Key-Driver598,Sub-Key driver598,Defect Area Associate598,QA Comments on Associate Action598,Metric name598,investigator_task598,investigator_queue598,investigator598,verification_action598,correct investigator action598,Investigator Key-Driver598,Defect Area Investigator598,QA Comments on investigator Action598,General Notes598,Action_correctly_captured598,Audit_outcome598,13/07/2021,Type_of_audit598,If_data_correctly_captured598
country599,QS Login599,Status599,seller_id599,Task ID599,associate_queue599,associate599,48,associate_action599,correct associate action599,Associate Key-Driver599,Sub-Key driver599,Defect Area Associate599,QA Comments on Associate Action599,Metric name599,investigator_task599,investigator_queue599,investigator599,verification_action599,correct investigator action599,Investigator Key-Driver599,Defect Area Investigator599,QA Comments on investigator Action599,General Notes599,Action_correctly_captured599,Audit_outcome599,13/07/2021,Type_of_audit599,If_data_correctly_captured599
country600,QS Login600,Status600,seller_id600,Task ID600,associate_queue600,associate600,48,associate_action600,correct associate action600,Associate Key-Driver600,Sub-Key driver600,Defect Area Associate600,QA Comments on Associate Action600,Metric name600,investigator_task600,investigator_queue600,investigator600,verification_action600,correct investigator action600,Investigator Key-Driver600,Defect Area Investigator600,QA Comments on investigator Action600,General Notes600,Action_correctly_captured600,Audit_outcome600,13/07/2021,Type_of_audit600,If_data_correctly_captured600
country601,QS Login601,Status601,seller_id601,Task ID601,associate_queue601,associate601,48,associate_action601,correct associate action601,Associate Key-Driver601,Sub-Key driver601,Defect Area Associate601,QA Comments on Associate Action601,Metric name601,investigator_task601,investigator_queue601,investigator601,verification_action601,correct investigator action601,Investigator Key-Driver601,Defect Area Investigator601,QA Comments on investigator Action601,General Notes601,Action_correctly_captured601,Audit_outcome601,13/07/2021,Type_of_audit601,If_data_correctly_captured601
country602,QS Login602,Status602,seller_id602,Task ID602,associate_queue602,associate602,48,associate_action602,correct associate action602,Associate Key-Driver602,Sub-Key driver602,Defect Area Associate602,QA Comments on Associate Action602,Metric name602,investigator_task602,investigator_queue602,investigator602,verification_action602,correct investigator action602,Investigator Key-Driver602,Defect Area Investigator602,QA Comments on investigator Action602,General Notes602,Action_correctly_captured602,Audit_outcome602,13/07/2021,Type_of_audit602,If_data_correctly_captured602
country603,QS Login603,Status603,seller_id603,Task ID603,associate_queue603,associate603,48,associate_action603,correct associate action603,Associate Key-Driver603,Sub-Key driver603,Defect Area Associate603,QA Comments on Associate Action603,Metric name603,investigator_task603,investigator_queue603,investigator603,verification_action603,correct investigator action603,Investigator Key-Driver603,Defect Area Investigator603,QA Comments on investigator Action603,General Notes603,Action_correctly_captured603,Audit_outcome603,13/07/2021,Type_of_audit603,If_data_correctly_captured603
country604,QS Login604,Status604,seller_id604,Task ID604,associate_queue604,associate604,48,associate_action604,correct associate action604,Associate Key-Driver604,Sub-Key driver604,Defect Area Associate604,QA Comments on Associate Action604,Metric name604,investigator_task604,investigator_queue604,investigator604,verification_action604,correct investigator action604,Investigator Key-Driver604,Defect Area Investigator604,QA Comments on investigator Action604,General Notes604,Action_correctly_captured604,Audit_outcome604,13/07/2021,Type_of_audit604,If_data_correctly_captured604
country605,QS Login605,Status605,seller_id605,Task ID605,associate_queue605,associate605,48,associate_action605,correct associate action605,Associate Key-Driver605,Sub-Key driver605,Defect Area Associate605,QA Comments on Associate Action605,Metric name605,investigator_task605,investigator_queue605,investigator605,verification_action605,correct investigator action605,Investigator Key-Driver605,Defect Area Investigator605,QA Comments on investigator Action605,General Notes605,Action_correctly_captured605,Audit_outcome605,13/07/2021,Type_of_audit605,If_data_correctly_captured605
country606,QS Login606,Status606,seller_id606,Task ID606,associate_queue606,associate606,48,associate_action606,correct associate action606,Associate Key-Driver606,Sub-Key driver606,Defect Area Associate606,QA Comments on Associate Action606,Metric name606,investigator_task606,investigator_queue606,investigator606,verification_action606,correct investigator action606,Investigator Key-Driver606,Defect Area Investigator606,QA Comments on investigator Action606,General Notes606,Action_correctly_captured606,Audit_outcome606,13/07/2021,Type_of_audit606,If_data_correctly_captured606
country607,QS Login607,Status607,seller_id607,Task ID607,associate_queue607,associate607,48,associate_action607,correct associate action607,Associate Key-Driver607,Sub-Key driver607,Defect Area Associate607,QA Comments on Associate Action607,Metric name607,investigator_task607,investigator_queue607,investigator607,verification_action607,correct investigator action607,Investigator Key-Driver607,Defect Area Investigator607,QA Comments on investigator Action607,General Notes607,Action_correctly_captured607,Audit_outcome607,13/07/2021,Type_of_audit607,If_data_correctly_captured607
country608,QS Login608,Status608,seller_id608,Task ID608,associate_queue608,associate608,48,associate_action608,correct associate action608,Associate Key-Driver608,Sub-Key driver608,Defect Area Associate608,QA Comments on Associate Action608,Metric name608,investigator_task608,investigator_queue608,investigator608,verification_action608,correct investigator action608,Investigator Key-Driver608,Defect Area Investigator608,QA Comments on investigator Action608,General Notes608,Action_correctly_captured608,Audit_outcome608,13/07/2021,Type_of_audit608,If_data_correctly_captured608
country609,QS Login609,Status609,seller_id609,Task ID609,associate_queue609,associate609,48,associate_action609,correct associate action609,Associate Key-Driver609,Sub-Key driver609,Defect Area Associate609,QA Comments on Associate Action609,Metric name609,investigator_task609,investigator_queue609,investigator609,verification_action609,correct investigator action609,Investigator Key-Driver609,Defect Area Investigator609,QA Comments on investigator Action609,General Notes609,Action_correctly_captured609,Audit_outcome609,13/07/2021,Type_of_audit609,If_data_correctly_captured609
country610,QS Login610,Status610,seller_id610,Task ID610,associate_queue610,associate610,48,associate_action610,correct associate action610,Associate Key-Driver610,Sub-Key driver610,Defect Area Associate610,QA Comments on Associate Action610,Metric name610,investigator_task610,investigator_queue610,investigator610,verification_action610,correct investigator action610,Investigator Key-Driver610,Defect Area Investigator610,QA Comments on investigator Action610,General Notes610,Action_correctly_captured610,Audit_outcome610,13/07/2021,Type_of_audit610,If_data_correctly_captured610
country611,QS Login611,Status611,seller_id611,Task ID611,associate_queue611,associate611,48,associate_action611,correct associate action611,Associate Key-Driver611,Sub-Key driver611,Defect Area Associate611,QA Comments on Associate Action611,Metric name611,investigator_task611,investigator_queue611,investigator611,verification_action611,correct investigator action611,Investigator Key-Driver611,Defect Area Investigator611,QA Comments on investigator Action611,General Notes611,Action_correctly_captured611,Audit_outcome611,13/07/2021,Type_of_audit611,If_data_correctly_captured611
country612,QS Login612,Status612,seller_id612,Task ID612,associate_queue612,associate612,48,associate_action612,correct associate action612,Associate Key-Driver612,Sub-Key driver612,Defect Area Associate612,QA Comments on Associate Action612,Metric name612,investigator_task612,investigator_queue612,investigator612,verification_action612,correct investigator action612,Investigator Key-Driver612,Defect Area Investigator612,QA Comments on investigator Action612,General Notes612,Action_correctly_captured612,Audit_outcome612,13/07/2021,Type_of_audit612,If_data_correctly_captured612
country613,QS Login613,Status613,seller_id613,Task ID613,associate_queue613,associate613,48,associate_action613,correct associate action613,Associate Key-Driver613,Sub-Key driver613,Defect Area Associate613,QA Comments on Associate Action613,Metric name613,investigator_task613,investigator_queue613,investigator613,verification_action613,correct investigator action613,Investigator Key-Driver613,Defect Area Investigator613,QA Comments on investigator Action613,General Notes613,Action_correctly_captured613,Audit_outcome613,13/07/2021,Type_of_audit613,If_data_correctly_captured613
country614,QS Login614,Status614,seller_id614,Task ID614,associate_queue614,associate614,48,associate_action614,correct associate action614,Associate Key-Driver614,Sub-Key driver614,Defect Area Associate614,QA Comments on Associate Action614,Metric name614,investigator_task614,investigator_queue614,investigator614,verification_action614,correct investigator action614,Investigator Key-Driver614,Defect Area Investigator614,QA Comments on investigator Action614,General Notes614,Action_correctly_captured614,Audit_outcome614,13/07/2021,Type_of_audit614,If_data_correctly_captured614
country615,QS Login615,Status615,seller_id615,Task ID615,associate_queue615,associate615,48,associate_action615,correct associate action615,Associate Key-Driver615,Sub-Key driver615,Defect Area Associate615,QA Comments on Associate Action615,Metric name615,investigator_task615,investigator_queue615,investigator615,verification_action615,correct investigator action615,Investigator Key-Driver615,Defect Area Investigator615,QA Comments on investigator Action615,General Notes615,Action_correctly_captured615,Audit_outcome615,13/07/2021,Type_of_audit615,If_data_correctly_captured615
country616,QS Login616,Status616,seller_id616,Task ID616,associate_queue616,associate616,48,associate_action616,correct associate action616,Associate Key-Driver616,Sub-Key driver616,Defect Area Associate616,QA Comments on Associate Action616,Metric name616,investigator_task616,investigator_queue616,investigator616,verification_action616,correct investigator action616,Investigator Key-Driver616,Defect Area Investigator616,QA Comments on investigator Action616,General Notes616,Action_correctly_captured616,Audit_outcome616,13/07/2021,Type_of_audit616,If_data_correctly_captured616
country617,QS Login617,Status617,seller_id617,Task ID617,associate_queue617,associate617,48,associate_action617,correct associate action617,Associate Key-Driver617,Sub-Key driver617,Defect Area Associate617,QA Comments on Associate Action617,Metric name617,investigator_task617,investigator_queue617,investigator617,verification_action617,correct investigator action617,Investigator Key-Driver617,Defect Area Investigator617,QA Comments on investigator Action617,General Notes617,Action_correctly_captured617,Audit_outcome617,13/07/2021,Type_of_audit617,If_data_correctly_captured617
country618,QS Login618,Status618,seller_id618,Task ID618,associate_queue618,associate618,48,associate_action618,correct associate action618,Associate Key-Driver618,Sub-Key driver618,Defect Area Associate618,QA Comments on Associate Action618,Metric name618,investigator_task618,investigator_queue618,investigator618,verification_action618,correct investigator action618,Investigator Key-Driver618,Defect Area Investigator618,QA Comments on investigator Action618,General Notes618,Action_correctly_captured618,Audit_outcome618,13/07/2021,Type_of_audit618,If_data_correctly_captured618
country619,QS Login619,Status619,seller_id619,Task ID619,associate_queue619,associate619,48,associate_action619,correct associate action619,Associate Key-Driver619,Sub-Key driver619,Defect Area Associate619,QA Comments on Associate Action619,Metric name619,investigator_task619,investigator_queue619,investigator619,verification_action619,correct investigator action619,Investigator Key-Driver619,Defect Area Investigator619,QA Comments on investigator Action619,General Notes619,Action_correctly_captured619,Audit_outcome619,13/07/2021,Type_of_audit619,If_data_correctly_captured619
country620,QS Login620,Status620,seller_id620,Task ID620,associate_queue620,associate620,48,associate_action620,correct associate action620,Associate Key-Driver620,Sub-Key driver620,Defect Area Associate620,QA Comments on Associate Action620,Metric name620,investigator_task620,investigator_queue620,investigator620,verification_action620,correct investigator action620,Investigator Key-Driver620,Defect Area Investigator620,QA Comments on investigator Action620,General Notes620,Action_correctly_captured620,Audit_outcome620,13/07/2021,Type_of_audit620,If_data_correctly_captured620
country621,QS Login621,Status621,seller_id621,Task ID621,associate_queue621,associate621,48,associate_action621,correct associate action621,Associate Key-Driver621,Sub-Key driver621,Defect Area Associate621,QA Comments on Associate Action621,Metric name621,investigator_task621,investigator_queue621,investigator621,verification_action621,correct investigator action621,Investigator Key-Driver621,Defect Area Investigator621,QA Comments on investigator Action621,General Notes621,Action_correctly_captured621,Audit_outcome621,13/07/2021,Type_of_audit621,If_data_correctly_captured621
country622,QS Login622,Status622,seller_id622,Task ID622,associate_queue622,associate622,48,associate_action622,correct associate action622,Associate Key-Driver622,Sub-Key driver622,Defect Area Associate622,QA Comments on Associate Action622,Metric name622,investigator_task622,investigator_queue622,investigator622,verification_action622,correct investigator action622,Investigator Key-Driver622,Defect Area Investigator622,QA Comments on investigator Action622,General Notes622,Action_correctly_captured622,Audit_outcome622,13/07/2021,Type_of_audit622,If_data_correctly_captured622
country623,QS Login623,Status623,seller_id623,Task ID623,associate_queue623,associate623,48,associate_action623,correct associate action623,Associate Key-Driver623,Sub-Key driver623,Defect Area Associate623,QA Comments on Associate Action623,Metric name623,investigator_task623,investigator_queue623,investigator623,verification_action623,correct investigator action623,Investigator Key-Driver623,Defect Area Investigator623,QA Comments on investigator Action623,General Notes623,Action_correctly_captured623,Audit_outcome623,13/07/2021,Type_of_audit623,If_data_correctly_captured623
country624,QS Login624,Status624,seller_id624,Task ID624,associate_queue624,associate624,48,associate_action624,correct associate action624,Associate Key-Driver624,Sub-Key driver624,Defect Area Associate624,QA Comments on Associate Action624,Metric name624,investigator_task624,investigator_queue624,investigator624,verification_action624,correct investigator action624,Investigator Key-Driver624,Defect Area Investigator624,QA Comments on investigator Action624,General Notes624,Action_correctly_captured624,Audit_outcome624,13/07/2021,Type_of_audit624,If_data_correctly_captured624
country625,QS Login625,Status625,seller_id625,Task ID625,associate_queue625,associate625,48,associate_action625,correct associate action625,Associate Key-Driver625,Sub-Key driver625,Defect Area Associate625,QA Comments on Associate Action625,Metric name625,investigator_task625,investigator_queue625,investigator625,verification_action625,correct investigator action625,Investigator Key-Driver625,Defect Area Investigator625,QA Comments on investigator Action625,General Notes625,Action_correctly_captured625,Audit_outcome625,13/07/2021,Type_of_audit625,If_data_correctly_captured625
country626,QS Login626,Status626,seller_id626,Task ID626,associate_queue626,associate626,48,associate_action626,correct associate action626,Associate Key-Driver626,Sub-Key driver626,Defect Area Associate626,QA Comments on Associate Action626,Metric name626,investigator_task626,investigator_queue626,investigator626,verification_action626,correct investigator action626,Investigator Key-Driver626,Defect Area Investigator626,QA Comments on investigator Action626,General Notes626,Action_correctly_captured626,Audit_outcome626,13/07/2021,Type_of_audit626,If_data_correctly_captured626
country627,QS Login627,Status627,seller_id627,Task ID627,associate_queue627,associate627,48,associate_action627,correct associate action627,Associate Key-Driver627,Sub-Key driver627,Defect Area Associate627,QA Comments on Associate Action627,Metric name627,investigator_task627,investigator_queue627,investigator627,verification_action627,correct investigator action627,Investigator Key-Driver627,Defect Area Investigator627,QA Comments on investigator Action627,General Notes627,Action_correctly_captured627,Audit_outcome627,13/07/2021,Type_of_audit627,If_data_correctly_captured627
country628,QS Login628,Status628,seller_id628,Task ID628,associate_queue628,associate628,48,associate_action628,correct associate action628,Associate Key-Driver628,Sub-Key driver628,Defect Area Associate628,QA Comments on Associate Action628,Metric name628,investigator_task628,investigator_queue628,investigator628,verification_action628,correct investigator action628,Investigator Key-Driver628,Defect Area Investigator628,QA Comments on investigator Action628,General Notes628,Action_correctly_captured628,Audit_outcome628,13/07/2021,Type_of_audit628,If_data_correctly_captured628
country629,QS Login629,Status629,seller_id629,Task ID629,associate_queue629,associate629,48,associate_action629,correct associate action629,Associate Key-Driver629,Sub-Key driver629,Defect Area Associate629,QA Comments on Associate Action629,Metric name629,investigator_task629,investigator_queue629,investigator629,verification_action629,correct investigator action629,Investigator Key-Driver629,Defect Area Investigator629,QA Comments on investigator Action629,General Notes629,Action_correctly_captured629,Audit_outcome629,13/07/2021,Type_of_audit629,If_data_correctly_captured629
country630,QS Login630,Status630,seller_id630,Task ID630,associate_queue630,associate630,48,associate_action630,correct associate action630,Associate Key-Driver630,Sub-Key driver630,Defect Area Associate630,QA Comments on Associate Action630,Metric name630,investigator_task630,investigator_queue630,investigator630,verification_action630,correct investigator action630,Investigator Key-Driver630,Defect Area Investigator630,QA Comments on investigator Action630,General Notes630,Action_correctly_captured630,Audit_outcome630,13/07/2021,Type_of_audit630,If_data_correctly_captured630
country631,QS Login631,Status631,seller_id631,Task ID631,associate_queue631,associate631,48,associate_action631,correct associate action631,Associate Key-Driver631,Sub-Key driver631,Defect Area Associate631,QA Comments on Associate Action631,Metric name631,investigator_task631,investigator_queue631,investigator631,verification_action631,correct investigator action631,Investigator Key-Driver631,Defect Area Investigator631,QA Comments on investigator Action631,General Notes631,Action_correctly_captured631,Audit_outcome631,13/07/2021,Type_of_audit631,If_data_correctly_captured631
country632,QS Login632,Status632,seller_id632,Task ID632,associate_queue632,associate632,48,associate_action632,correct associate action632,Associate Key-Driver632,Sub-Key driver632,Defect Area Associate632,QA Comments on Associate Action632,Metric name632,investigator_task632,investigator_queue632,investigator632,verification_action632,correct investigator action632,Investigator Key-Driver632,Defect Area Investigator632,QA Comments on investigator Action632,General Notes632,Action_correctly_captured632,Audit_outcome632,13/07/2021,Type_of_audit632,If_data_correctly_captured632
